Unique Method Stereotype,Method Count
command collaborator,1
controller,1
factory collaborator stateless,1
factory controller stateless,1
empty,6
predicate non-void-command collaborator,1
property non-void-command factory collaborator,8
get,151
incidental,5
get collaborator,23
constructor,10
set,151
property,2
controller stateless,16
property controller,9
property non-void-command,1
non-void-command factory collaborator,12
property non-void-command collaborator,87
set collaborator,25
get factory collaborator,2
collaborator incidental,1
Total,514
