Unique Method Stereotype,Method Count
unclassified,5
stateless,2
factory collaborator stateless,1
factory wrapper,1
property factory collaborator,4
get wrapper,1
void-accessor command,3
void-accessor set,1
get non-void-command factory collaborator,4
predicate wrapper,1
get set collaborator,2
collaborator stateless,1
property factory controller,2
property factory wrapper,1
get set,9
wrapper,4
get non-void-command,8
controller stateless,68
command collaborator,148
wrapper stateless,20
set,28
constructor,180
get collaborator,51
factory controller stateless,5
get controller,1
command,124
empty,58
predicate controller,1
non-void-command factory collaborator,9
property controller,10
set collaborator,15
property non-void-command collaborator,81
predicate non-void-command,13
get,34
collaborator incidental,8
get predicate non-void-command collaborator,1
get non-void-command collaborator,12
property wrapper,3
get property non-void-command,1
property non-void-command,43
property non-void-command factory collaborator,7
copy-constructor,3
incidental,8
predicate non-void-command collaborator,9
controller,10
void-accessor command collaborator,14
Total,1015
