Unique Class Stereotype,Class Count
factory degenerate small-class,1
controller,1
entity factory controller small-class,1
pure-controller degenerate,1
commander degenerate,6
commander boundary small-class,11
degenerate,2
pure-controller small-class,3
boundary,7
minimal-entity commander boundary,1
commander,8
empty,90
small-class,9
entity boundary small-class,4
boundary degenerate small-class,7
entity commander boundary,1
pure-controller degenerate small-class,35
data-class,4
data-provider boundary data-class small-class,10
data-provider boundary,3
unclassified,25
controller small-class,3
commander boundary data-class small-class,2
commander small-class,8
commander data-class,1
commander boundary,16
controller data-class small-class,1
entity data-provider boundary,1
data-class small-class,1
entity boundary,11
degenerate small-class,2
entity minimal-entity boundary,1
data-provider data-class,3
commander data-class small-class,2
factory controller small-class,2
data-provider,3
commander lazy-class,1
data-provider data-class small-class,1
Total,289
