Class Stereotype,Stereotype Count
entity,82
minimal-entity,1
data-provider,26
commander,185
boundary,258
factory,11
controller,24
pure-controller,28
large-class,0
lazy-class,15
degenerate,116
data-class,14
small-class,194
empty,283
unclassified,44
Total,1281
