Unique Method Stereotype,Method Count
get property factory wrapper,1
factory wrapper,2
get property factory collaborator,1
get wrapper,1
void-accessor set collaborator,5
get property non-void-command,1
factory collaborator stateless,2
get set collaborator,1
get property non-void-command collaborator,2
factory controller stateless,2
void-accessor command,16
get,17
collaborator incidental,105
void-accessor command collaborator,63
incidental,37
factory collaborator,1
controller,107
void-accessor collaborator,3
copy-constructor,12
get collaborator,13
predicate,19
property factory collaborator,11
predicate controller,35
property non-void-command,61
property non-void-command factory collaborator,31
predicate set,12
wrapper stateless,512
empty,137
get property controller,1
factory controller,5
set,128
constructor,392
void-accessor wrapper,8
predicate non-void-command,68
property non-void-command collaborator,291
property controller,29
non-void-command factory collaborator,13
controller stateless,370
predicate wrapper,61
property wrapper,59
get non-void-command collaborator,3
property,34
command collaborator,584
property set collaborator,5
property collaborator,16
stateless,5
predicate non-void-command collaborator,275
wrapper,120
get set,2
unclassified,9
predicate set collaborator,82
property non-void-command factory,1
collaborator stateless,12
set collaborator,86
non-void-command,4
non-void-command collaborator,81
get non-void-command,1
get property wrapper,1
command,539
property factory wrapper,9
set factory collaborator,8
collaborator,8
property set,6
get property,2
property set factory collaborator,3
get predicate wrapper,1
void-accessor controller,14
property factory controller,5
factory wrapper stateless,1
void-accessor,3
predicate collaborator,4
destructor,3
Total,4562
