Unique Class Stereotype,Class Count
commander,1
data-provider boundary small-class,1
degenerate,1
boundary degenerate small-class,2
boundary data-class small-class,1
commander boundary small-class,3
boundary,6
factory degenerate small-class,3
entity boundary,6
degenerate small-class,6
pure-controller degenerate small-class,4
data-class,4
factory pure-controller degenerate small-class,1
commander small-class,4
controller,2
commander boundary,1
factory pure-controller small-class,1
unclassified,6
empty,17
small-class,1
entity boundary small-class,2
Total,73
