Unique Method Stereotype,Method Count
get property wrapper,2
factory controller stateless,14
set collaborator,21
property non-void-command collaborator,84
property controller,25
collaborator stateless,8
property non-void-command factory collaborator,24
property non-void-command,7
predicate set,1
collaborator incidental,9
get,20
property set factory collaborator,1
property collaborator,9
stateless,10
property set collaborator,1
get collaborator,9
incidental,18
factory collaborator,1
controller,136
unclassified,5
empty,134
wrapper stateless,271
constructor,561
factory controller,4
get property controller,2
command,90
property factory wrapper,9
set,33
get property non-void-command,1
get property collaborator,2
property factory collaborator,9
factory collaborator stateless,7
predicate non-void-command collaborator,23
wrapper,65
get set,19
predicate controller,2
non-void-command factory collaborator,6
controller stateless,183
property wrapper,21
get non-void-command collaborator,24
predicate set collaborator,2
factory collaborator incidental,12
void-accessor controller,1
property factory controller,8
command collaborator,146
property,10
predicate non-void-command,4
copy-constructor,13
void-accessor collaborator,1
void-accessor command collaborator,2
predicate collaborator,3
factory wrapper stateless,14
get non-void-command,5
non-void-command collaborator,1
predicate wrapper,4
get wrapper,1
get property,1
get set collaborator,8
factory wrapper,2
set factory collaborator,1
collaborator,4
predicate,1
Total,2115
