Unique Method Stereotype,Method Count
get property set collaborator,1
get property,8
collaborator stateless,4
get property set,1
property command collaborator,4
get,709
collaborator incidental,166
get property non-void-command collaborator,8
predicate wrapper,97
incidental,303
controller,202
property non-void-command,167
property collaborator,1086
property non-void-command factory collaborator,15
predicate set,11
property wrapper,159
get non-void-command collaborator,52
predicate,659
get predicate,4
non-void-command collaborator,64
get non-void-command,20
void-accessor command collaborator,413
copy-constructor,75
void-accessor collaborator,92
property controller,147
non-void-command,1
set collaborator,254
property non-void-command collaborator,801
destructor,93
property set collaborator,39
empty,242
command,509
constructor,1094
get property controller,4
set,490
get property non-void-command,5
void-accessor set collaborator,69
get property collaborator,8
wrapper stateless,625
void-accessor set,23
property,607
command collaborator,1099
predicate non-void-command collaborator,305
wrapper,57
get set,26
void-accessor,27
predicate collaborator,301
collaborator,95
predicate controller,67
controller stateless,784
non-void-command factory collaborator,3
void-accessor wrapper,9
predicate non-void-command,186
unclassified,66
property set factory collaborator,1
property factory collaborator,6
get wrapper,59
void-accessor command,157
factory controller stateless,29
get collaborator,550
get controller,9
get set collaborator,28
predicate set collaborator,23
property set,6
property factory controller,2
void-accessor controller,21
get set factory collaborator,1
Total,13248
