Unique Class Stereotype,Class Count
pure-controller small-class,1
commander boundary degenerate,8
data-provider small-class,42
data-provider,107
controller small-class,9
unclassified,139
data-provider data-class small-class,19
data-provider boundary data-class small-class,9
commander boundary small-class,9
empty,1500
large-class degenerate,1
commander data-class small-class,14
data-provider data-class,3
boundary small-class,5
degenerate small-class,20
boundary lazy-class,3
commander small-class,11
entity boundary degenerate,3
commander boundary,41
small-class,55
entity minimal-entity commander boundary,1
boundary,127
controller lazy-class degenerate,2
degenerate,37
lazy-class,8
entity commander boundary,8
boundary degenerate small-class,104
commander,15
commander boundary data-class small-class,9
data-class,10
entity boundary,60
boundary data-class small-class,11
data-provider lazy-class degenerate,3
entity boundary data-class,3
controller degenerate,16
boundary lazy-class degenerate,1
data-provider boundary degenerate,1
commander boundary lazy-class,1
lazy-class small-class,1
data-provider boundary,109
entity minimal-entity boundary,4
entity data-provider boundary,27
pure-controller degenerate,8
data-class small-class,16
minimal-entity boundary,2
factory pure-controller degenerate small-class,1
data-provider boundary small-class,55
controller,2
entity boundary small-class,24
pure-controller degenerate small-class,78
minimal-entity commander boundary,3
data-provider degenerate,1
data-provider boundary data-class,5
lazy-class degenerate,12
entity data-provider boundary lazy-class,1
data-provider boundary lazy-class,1
data-provider boundary lazy-class degenerate,1
boundary degenerate,25
commander lazy-class degenerate,1
controller data-class,1
Total,2794
