Unique Method Stereotype,Method Count
predicate non-void-command,1
property collaborator,18
get collaborator,97
controller,38
incidental,15
get,31
set,27
constructor,97
void-accessor wrapper,3
wrapper stateless,18
destructor,12
wrapper,19
property set collaborator,2
command collaborator,323
controller stateless,25
void-accessor set collaborator,6
predicate,2
command,53
property,2
get non-void-command collaborator,1
property wrapper,2
set collaborator,131
property controller,2
property non-void-command collaborator,19
factory controller,1
void-accessor command,7
void-accessor set,4
void-accessor,1
void-accessor command collaborator,18
void-accessor collaborator,4
predicate wrapper,3
non-void-command collaborator,7
Total,989
