Unique Class Stereotype,Class Count
lazy-class small-class,1
commander boundary data-class small-class,1
boundary data-class small-class,1
data-provider boundary data-class,1
pure-controller degenerate small-class,3
degenerate,1
empty,131
unclassified,6
commander boundary data-class,2
data-provider boundary,4
boundary,1
commander,2
data-provider boundary small-class,1
boundary degenerate,1
commander boundary,12
entity minimal-entity boundary,1
entity commander boundary,2
minimal-entity boundary,2
Total,173
