Method Stereotype,Stereotype Count
get,647
predicate,349
property,1039
void-accessor,339
set,1227
command,2297
non-void-command,1112
collaborator,3136
controller,415
wrapper,785
constructor,351
copy-constructor,16
destructor,5
factory,265
incidental,198
stateless,679
empty,173
unclassified,16
Total,13049
