Unique Method Stereotype,Method Count
get predicate non-void-command collaborator,1
get property set,1
factory collaborator incidental,2
void-accessor set,4
get property non-void-command factory collaborator,3
get predicate set collaborator,2
destructor,5
get property,3
get wrapper,11
get predicate set,1
property non-void-command,70
get set,13
property factory collaborator,9
get collaborator,259
get non-void-command collaborator,19
property set factory collaborator,12
get non-void-command,12
non-void-command collaborator,80
predicate wrapper,31
predicate set collaborator,4
wrapper stateless,370
incidental,89
factory collaborator,10
controller,62
property controller,39
property non-void-command collaborator,569
non-void-command,48
set collaborator,465
property non-void-command factory collaborator,63
predicate set,13
void-accessor command collaborator,241
copy-constructor,16
void-accessor collaborator,12
get set collaborator,35
get property factory wrapper,1
set,614
constructor,351
property non-void-command factory,3
collaborator stateless,9
property factory wrapper,13
command,1147
unclassified,16
property set collaborator,27
property collaborator,54
stateless,7
predicate non-void-command collaborator,142
wrapper,211
predicate controller,13
controller stateless,201
non-void-command factory collaborator,16
collaborator incidental,107
get,231
get property non-void-command collaborator,13
void-accessor wrapper,20
predicate non-void-command,66
void-accessor command,26
factory controller stateless,54
get predicate,4
factory wrapper stateless,26
void-accessor,2
predicate collaborator,23
factory wrapper,2
property wrapper,92
empty,173
get property controller,3
factory controller,9
set factory collaborator,3
collaborator,17
property set,3
predicate,49
get property non-void-command,1
get property collaborator,8
void-accessor set collaborator,18
get property wrapper,8
factory collaborator stateless,12
get non-void-command factory collaborator,6
property factory controller,18
void-accessor controller,16
get set factory collaborator,3
command collaborator,883
property,17
get property set collaborator,9
Total,7321
