Unique Class Stereotype,Class Count
commander boundary small-class,1
data-provider boundary degenerate,1
lazy-class degenerate,1
data-provider small-class,6
entity data-provider boundary,4
commander degenerate,1
lazy-class,1
factory degenerate small-class,1
boundary small-class,11
data-class small-class,1
entity boundary,22
controller small-class,1
unclassified,39
small-class,14
entity boundary small-class,5
data-provider data-class small-class,1
data-provider,12
boundary lazy-class,1
degenerate small-class,8
commander small-class,1
commander boundary data-class small-class,1
data-provider lazy-class degenerate,1
boundary data-class small-class,5
boundary degenerate small-class,22
factory pure-controller small-class,1
pure-controller degenerate small-class,11
entity commander boundary,3
data-provider boundary,45
pure-controller degenerate,6
commander boundary,8
boundary degenerate,10
data-provider boundary small-class,7
empty,147
commander,5
boundary,29
degenerate,11
pure-controller small-class,2
commander boundary degenerate,1
data-provider degenerate,7
boundary lazy-class degenerate,2
factory controller small-class,2
factory small-class,1
factory pure-controller degenerate small-class,2
Total,461
