Class Name,Class Stereotype,Method Name,Method Stereotype
"MonthlyDOW","boundary small-class","get","property collaborator"
"MonthlyDOW","boundary small-class","set","set collaborator"
"User","unclassified","User","constructor"
"User","unclassified","GetUser","controller stateless"
"User","unclassified","User","constructor"
"User","unclassified","Equals","predicate non-void-command collaborator"
"User","unclassified","get","predicate non-void-command"
"TriggerCollection","boundary","TriggerCollection","constructor"
"TriggerCollection","boundary","Add<TTrigger>","property controller"
"TriggerCollection","boundary","AddNew","property wrapper"
"TriggerCollection","boundary","AddRange","command collaborator"
"TriggerCollection","boundary","Clear","set collaborator"
"TriggerCollection","boundary","CopyTo","void-accessor wrapper"
"TriggerCollection","boundary","Dispose","command"
"TriggerCollection","boundary","Find","property wrapper"
"TriggerCollection","boundary","FindIndexOf","property wrapper"
"TriggerCollection","boundary","GetEnumerator","property factory wrapper"
"TriggerCollection","boundary","IndexOf","wrapper stateless"
"TriggerCollection","boundary","Insert","command collaborator"
"TriggerCollection","boundary","Remove","predicate non-void-command collaborator"
"TriggerCollection","boundary","RemoveAt","wrapper"
"TriggerCollection","boundary","ToArray","non-void-command factory collaborator"
"TriggerCollection","boundary","ToString","get property non-void-command"
"TriggerCollection","boundary","IList.Add","property non-void-command collaborator"
"TriggerCollection","boundary","ICollection.CopyTo","command collaborator"
"TriggerCollection","boundary","IXmlSerializable.ReadXml","command collaborator"
"TriggerCollection","boundary","IXmlSerializable.WriteXml","wrapper"
"TriggerCollection","boundary","Bind","controller"
"TriggerCollection","boundary","get","property wrapper"
"TriggerCollection","boundary","set","non-void-command collaborator"
"TriggerCollection","boundary","get","property wrapper"
"TriggerCollection","boundary","set","non-void-command collaborator"
"RepetitionPatternConverter","entity boundary small-class","ConvertTo","property non-void-command collaborator"
"Trigger","boundary","Trigger","copy-constructor"
"Trigger","boundary","Trigger","copy-constructor"
"Trigger","boundary","Trigger","copy-constructor"
"Trigger","boundary","Clone","property controller"
"Trigger","boundary","CopyProperties","unclassified"
"Trigger","boundary","Dispose","wrapper"
"Trigger","boundary","Equals","predicate non-void-command collaborator"
"Trigger","boundary","set","set"
"Trigger","boundary","get","property wrapper"
"Trigger","boundary","set","set collaborator"
"Trigger","boundary","set","set collaborator"
"Trigger","boundary","set","set"
"Trigger","boundary","set","wrapper stateless"
"Trigger","boundary","get","property controller"
"Trigger","boundary","set","set collaborator"
"TimeTrigger","empty","TimeTrigger","constructor"
"TimeTrigger","empty","TimeTrigger","constructor"
"SessionStateChangeTrigger","entity commander boundary","SessionStateChangeTrigger","constructor"
"SessionStateChangeTrigger","entity commander boundary","SessionStateChangeTrigger","constructor"
"SessionStateChangeTrigger","entity commander boundary","SessionStateChangeTrigger","constructor"
"SessionStateChangeTrigger","entity commander boundary","CopyProperties","command collaborator"
"SessionStateChangeTrigger","entity commander boundary","V2GetTriggerString","property wrapper"
"SessionStateChangeTrigger","entity commander boundary","set","non-void-command collaborator"
"SessionStateChangeTrigger","entity commander boundary","set","set collaborator"
"SessionStateChangeTrigger","entity commander boundary","set","non-void-command"
"RegistrationTrigger","commander boundary small-class","RegistrationTrigger","constructor"
"RegistrationTrigger","commander boundary small-class","RegistrationTrigger","constructor"
"RegistrationTrigger","commander boundary small-class","set","non-void-command collaborator"
"MonthlyTrigger","commander boundary lazy-class","MonthlyTrigger","constructor"
"MonthlyTrigger","commander boundary lazy-class","MonthlyTrigger","constructor"
"MonthlyTrigger","commander boundary lazy-class","MonthlyTrigger","constructor"
"MonthlyTrigger","commander boundary lazy-class","CopyProperties","command collaborator"
"MonthlyTrigger","commander boundary lazy-class","V2GetTriggerString","wrapper stateless"
"MonthlyTrigger","commander boundary lazy-class","ReadMyXml","controller stateless"
"MonthlyTrigger","commander boundary lazy-class","WriteMyXml","controller stateless"
"MonthlyTrigger","commander boundary lazy-class","set","set collaborator"
"MonthlyTrigger","commander boundary lazy-class","set","set collaborator"
"MonthlyTrigger","commander boundary lazy-class","set","set collaborator"
"MonthlyTrigger","commander boundary lazy-class","set","set"
"MonthlyDOWTrigger","commander boundary","MonthlyDOWTrigger","constructor"
"MonthlyDOWTrigger","commander boundary","MonthlyDOWTrigger","constructor"
"MonthlyDOWTrigger","commander boundary","MonthlyDOWTrigger","constructor"
"MonthlyDOWTrigger","commander boundary","CopyProperties","command collaborator"
