Unique Class Stereotype,Class Count
lazy-class degenerate,1
controller lazy-class degenerate,1
data-provider small-class,1
data-provider boundary degenerate,1
data-provider boundary small-class,1
entity factory controller small-class,1
factory controller small-class,2
entity minimal-entity boundary,1
boundary lazy-class degenerate,1
data-class,7
data-class small-class,1
entity boundary,26
commander boundary,6
boundary degenerate,5
commander boundary lazy-class,1
entity commander boundary,3
boundary degenerate small-class,15
entity boundary small-class,5
small-class,13
data-provider boundary,10
commander data-class small-class,1
data-provider data-class,2
boundary small-class,2
commander boundary small-class,11
controller small-class,2
unclassified,45
data-provider,6
data-provider data-class small-class,2
boundary data-class small-class,1
entity boundary degenerate,1
commander small-class,7
degenerate small-class,1
boundary data-class,1
minimal-entity boundary,1
entity data-provider boundary,4
factory controller,1
empty,370
commander,23
entity small-class,7
data-provider boundary lazy-class degenerate,2
boundary,31
pure-controller small-class,3
degenerate,5
Total,631
