Unique Class Stereotype,Class Count
data-provider lazy-class small-class,1
commander,2
data-provider boundary data-class,5
pure-controller degenerate,1
boundary,8
entity minimal-entity commander boundary,1
data-provider data-class,4
data-class,2
commander small-class,46
commander boundary,1
data-provider,4
data-provider data-class small-class,7
small-class,3
commander data-class small-class,8
data-class small-class,2
entity boundary,5
unclassified,10
empty,70
degenerate small-class,4
data-provider boundary,2
data-provider boundary data-class small-class,4
data-provider small-class,2
Total,192
