Unique Method Stereotype,Method Count
get property controller,2
controller,36
incidental,90
collaborator incidental,67
get,1175
get property non-void-command collaborator,10
set collaborator,48
property non-void-command collaborator,258
property controller,71
controller stateless,202
void-accessor command collaborator,383
copy-constructor,227
void-accessor collaborator,114
property,147
command collaborator,167
get non-void-command collaborator,161
property wrapper,125
command,173
empty,84
get set,33
predicate non-void-command collaborator,24
wrapper,205
destructor,155
get property wrapper,1
constructor,847
set,86
wrapper stateless,150
property factory,66
void-accessor wrapper,49
predicate non-void-command,38
property factory controller,3
void-accessor controller,77
property collaborator,262
property non-void-command,56
predicate set,6
property non-void-command factory collaborator,1
void-accessor command,75
predicate,63
get property,6
get set collaborator,37
void-accessor,10
predicate collaborator,28
unclassified,22
collaborator,21
predicate set collaborator,4
predicate wrapper,7
get non-void-command,50
non-void-command collaborator,36
property set collaborator,27
predicate controller,11
get property set,1
get wrapper,25
get property set collaborator,3
property set,3
get collaborator,744
get controller,9
void-accessor set,4
void-accessor set collaborator,21
get property collaborator,5
get property non-void-command,1
property factory collaborator,1
Total,6813
