Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
data-provider boundary small-class,1
boundary lazy-class degenerate,1
controller data-class small-class,2
entity,1
entity minimal-entity,1
data-provider data-class,1
boundary small-class,1
data-provider data-class small-class,2
controller,1
factory pure-controller degenerate small-class,1
data-provider boundary data-class small-class,1
data-class,5
entity boundary small-class,2
commander boundary degenerate,3
data-provider boundary,1
entity data-provider boundary,1
pure-controller degenerate,8
commander degenerate,3
lazy-class,1
boundary degenerate small-class,7
pure-controller degenerate small-class,8
entity commander boundary,13
entity small-class,1
empty,297
commander,58
commander boundary small-class,10
commander small-class,12
commander boundary,65
boundary degenerate,4
lazy-class degenerate,5
boundary data-class small-class,2
unclassified,69
controller small-class,6
pure-controller small-class,4
boundary,36
degenerate,13
entity boundary,22
data-class small-class,4
boundary lazy-class,4
degenerate small-class,7
small-class,11
boundary data-class,3
data-provider small-class,7
data-provider,3
entity boundary data-class,1
factory controller small-class,3
minimal-entity commander boundary,1
data-provider boundary data-class,1
Total,715
