Unique Class Stereotype,Class Count
data-provider boundary,2
entity,1
entity factory controller small-class,1
entity data-provider boundary small-class,2
factory degenerate small-class,2
commander lazy-class small-class,3
data-provider boundary data-class small-class,2
boundary data-class small-class,1
data-provider lazy-class degenerate,2
controller,3
data-provider small-class,2
data-provider,2
factory controller small-class,8
commander boundary lazy-class,2
commander lazy-class degenerate,10
commander boundary lazy-class degenerate,1
commander lazy-class,2
boundary degenerate small-class,87
pure-controller degenerate,7
data-class small-class,1
entity boundary,23
commander boundary small-class,27
lazy-class,3
commander degenerate,39
entity commander boundary,10
pure-controller degenerate small-class,42
commander boundary data-class small-class,4
entity boundary degenerate,4
commander small-class,134
entity boundary small-class,20
small-class,44
boundary degenerate,60
commander boundary,49
degenerate small-class,57
controller small-class,9
unclassified,56
pure-controller,2
boundary,48
degenerate,115
pure-controller small-class,15
lazy-class degenerate,14
boundary lazy-class degenerate,10
factory controller data-class small-class,1
data-provider boundary small-class,23
entity small-class,1
empty,398
commander,47
boundary small-class,25
commander data-class small-class,20
minimal-entity boundary,1
controller data-class small-class,1
commander boundary degenerate,16
Total,1459
