Unique Method Stereotype,Method Count
void-accessor controller,2
get set factory collaborator,1
factory wrapper,1
controller stateless,21
property wrapper,4
property controller,3
property non-void-command collaborator,18
predicate non-void-command,2
non-void-command collaborator,2
predicate wrapper,1
set,2
constructor,43
get set factory,13
factory collaborator incidental,1
empty,2
factory controller,19
command collaborator,10
get property non-void-command collaborator,1
collaborator incidental,19
factory wrapper stateless,1
factory controller stateless,21
command,4
wrapper stateless,46
void-accessor wrapper,2
wrapper,14
predicate non-void-command collaborator,1
controller,2
incidental,1
property non-void-command,3
property non-void-command factory collaborator,5
property factory controller,1
void-accessor command collaborator,3
predicate,1
Total,270
