Unique Class Stereotype,Class Count
factory controller lazy-class degenerate,1
degenerate small-class,1
boundary,2
controller lazy-class degenerate,1
entity boundary,1
factory controller small-class,2
factory controller degenerate,1
controller lazy-class,2
boundary degenerate small-class,17
pure-controller degenerate small-class,3
small-class,2
entity boundary small-class,2
degenerate,4
controller small-class,2
data-provider boundary small-class,2
unclassified,4
empty,108
boundary lazy-class degenerate,2
entity minimal-entity boundary,2
commander boundary,1
controller,2
boundary degenerate,1
Total,163
