Unique Class Stereotype,Class Count
entity data-provider boundary,1
entity minimal-entity boundary,1
controller,1
pure-controller degenerate,1
entity boundary small-class,2
lazy-class degenerate,1
entity factory controller small-class,1
data-provider data-class small-class,1
commander boundary lazy-class degenerate,1
data-provider boundary data-class small-class,15
data-provider boundary,11
data-provider data-class,1
boundary small-class,2
controller degenerate,1
unclassified,21
data-provider lazy-class degenerate,3
pure-controller small-class,1
degenerate,8
boundary,22
entity minimal-entity commander boundary,1
commander boundary,17
boundary degenerate,5
lazy-class,1
entity data-provider boundary data-class small-class,1
commander boundary small-class,7
entity boundary,16
empty,201
commander,11
data-provider boundary small-class,3
pure-controller degenerate small-class,3
entity commander boundary,8
boundary degenerate small-class,10
data-provider boundary lazy-class,1
commander small-class,61
commander boundary data-class small-class,1
degenerate small-class,3
boundary lazy-class,1
small-class,5
data-provider,11
data-provider small-class,15
minimal-entity commander boundary,1
data-provider boundary data-class,3
data-provider lazy-class small-class,2
Total,483
