Unique Method Stereotype,Method Count
get non-void-command factory collaborator,1
predicate collaborator,2
get set factory collaborator,1
non-void-command,1
factory controller stateless,3
predicate set collaborator,5
get wrapper,3
wrapper,17
non-void-command factory collaborator,2
predicate controller,6
get non-void-command,5
property set collaborator,1
collaborator,5
predicate,47
void-accessor collaborator,3
void-accessor command collaborator,24
property non-void-command factory collaborator,2
predicate set,2
property non-void-command,29
property collaborator,94
get set collaborator,2
property,57
wrapper stateless,107
destructor,150
void-accessor controller,1
property controller,12
set collaborator,47
property non-void-command collaborator,89
non-void-command collaborator,1
predicate wrapper,7
predicate non-void-command,31
command collaborator,369
command,307
empty,12
get property non-void-command factory collaborator,1
factory collaborator,4
unclassified,2
get property controller,1
constructor,330
property factory collaborator,10
get collaborator,112
set,63
get property collaborator,2
get property non-void-command collaborator,1
get,104
collaborator incidental,13
get predicate non-void-command collaborator,1
get non-void-command collaborator,13
property wrapper,7
controller stateless,65
void-accessor command,11
incidental,39
predicate non-void-command collaborator,67
controller,9
copy-constructor,8
Total,2308
