Unique Method Stereotype,Method Count
destructor,1
predicate non-void-command,1
factory collaborator stateless,1
predicate wrapper,1
non-void-command collaborator,8
void-accessor set collaborator,2
void-accessor controller,1
predicate,2
controller stateless,21
property set collaborator,1
wrapper,13
get set,1
predicate collaborator,1
command collaborator,66
collaborator stateless,3
void-accessor command collaborator,6
wrapper stateless,68
command,48
constructor,50
set,7
collaborator incidental,7
get,2
property controller,3
set collaborator,20
property non-void-command collaborator,48
property collaborator,1
property non-void-command factory collaborator,3
property non-void-command,7
get property,1
get collaborator,5
property wrapper,389
get set collaborator,4
factory controller stateless,2
incidental,1
controller,1
Total,796
