Unique Method Stereotype,Method Count
void-accessor command collaborator,1
controller stateless,4
predicate collaborator,1
destructor,1
property set collaborator,1
property,2
predicate set collaborator,5
collaborator incidental,19
command collaborator,3
wrapper stateless,87
incidental,11
get collaborator,14
predicate non-void-command collaborator,17
property wrapper,212
property non-void-command,36
set collaborator,36
property non-void-command collaborator,14
predicate wrapper,249
property set,50
set,4
constructor,137
unclassified,1
command,6
Total,911
