Unique Class Stereotype,Class Count
commander data-class small-class,1
pure-controller degenerate small-class,2
degenerate small-class,1
boundary degenerate,3
data-provider boundary small-class,26
commander boundary small-class,2
commander boundary lazy-class small-class,1
boundary,4
boundary degenerate small-class,25
data-class small-class,5
entity boundary,12
entity data-provider boundary,22
empty,61
unclassified,5
entity boundary small-class,2
small-class,9
entity boundary degenerate,1
commander boundary data-class small-class,33
data-provider boundary,92
data-provider boundary data-class small-class,9
boundary small-class,1
Total,317
