Class Stereotype,Stereotype Count
entity,574
minimal-entity,12
data-provider,320
commander,198
boundary,1412
factory,2
controller,45
pure-controller,155
large-class,0
lazy-class,32
degenerate,439
data-class,74
small-class,708
empty,437
unclassified,210
Total,4618
