Unique Class Stereotype,Class Count
minimal-entity,1
entity factory controller,1
boundary lazy-class degenerate,5
controller degenerate,3
commander boundary degenerate,3
boundary degenerate,29
commander boundary,30
degenerate small-class,32
boundary lazy-class,1
entity boundary lazy-class degenerate,1
entity commander boundary,10
entity boundary data-class small-class,1
entity boundary degenerate,24
data-provider,56
data-provider small-class,21
factory controller,1
entity boundary,369
commander boundary data-class small-class,4
commander,28
empty,437
boundary degenerate small-class,103
small-class,50
entity commander boundary degenerate,1
boundary,416
degenerate,62
pure-controller small-class,12
data-provider degenerate,1
data-provider boundary data-class,12
entity boundary small-class,110
pure-controller degenerate small-class,130
minimal-entity commander boundary,2
unclassified,210
controller small-class,36
data-provider lazy-class degenerate,5
boundary data-class small-class,9
commander data-class small-class,17
data-provider data-class,4
data-provider boundary data-class small-class,19
data-provider data-class small-class,4
data-provider boundary lazy-class degenerate,3
entity data-provider boundary degenerate,1
data-provider boundary small-class,48
controller,4
lazy-class,6
data-provider boundary lazy-class,2
data-provider boundary,91
entity minimal-entity boundary,8
lazy-class degenerate,5
entity data-provider boundary,47
pure-controller degenerate,13
boundary small-class,24
entity commander boundary lazy-class,1
commander boundary small-class,29
data-provider boundary lazy-class small-class,1
data-provider boundary degenerate,4
data-provider lazy-class,1
data-class small-class,1
commander degenerate,14
minimal-entity boundary,1
commander lazy-class,1
commander small-class,57
boundary data-class,2
commander boundary data-class,1
Total,2625
