Class Name,Class Stereotype,Method Name,Method Stereotype
"VBoxUsbMon","entity boundary","GetVersion","property non-void-command collaborator"
"VBoxUsbMon","entity boundary","AddFilter","property non-void-command collaborator"
"VBoxUsbMon","entity boundary","RemoveFilter","non-void-command collaborator"
"VBoxUsbMon","entity boundary","Dispose","set"
"UnexpectedResultException","empty","UnexpectedResultException","constructor"
"UnexpectedResultException","empty","UnexpectedResultException","constructor"
"UnexpectedResultException","empty","UnexpectedResultException","constructor"
"ConfigurationManagerException","empty","ConfigurationManagerException","constructor"
"ConfigurationManagerException","empty","ConfigurationManagerException","constructor"
"ConfigurationManagerException","empty","ConfigurationManagerException","constructor"
"ConfigurationManagerException","empty","ConfigurationManagerException","constructor"
"Server","commander small-class","Server","copy-constructor"
"Server","commander small-class","Dispose","command"
"Server","commander small-class","ExecuteAsync","non-void-command collaborator"
"CommandHandlers","degenerate","ICommandHandlers.License","wrapper stateless"
"CommandHandlers","degenerate","ICommandHandlers.List","controller stateless"
"CommandHandlers","degenerate","ICommandHandlers.Install","controller stateless"
"CommandHandlers","degenerate","ICommandHandlers.Uninstall","controller stateless"
"CommandHandlers","degenerate","ICommandHandlers.Server","controller stateless"
"ClientContext","commander small-class","IDisposable.Dispose","command"
"AttachedClient","entity boundary small-class","AttachedClient","constructor"
"AttachedClient","entity boundary small-class","GetAttachedEndpoint","property non-void-command collaborator"
"AttachedClient","entity boundary small-class","RunAsync","non-void-command collaborator"
"DeviceFile","entity boundary","DeviceFile","constructor"
"DeviceFile","entity boundary","DangerousGetHandle","property non-void-command collaborator"
"DeviceFile","entity boundary","IoControlAsync","property non-void-command collaborator"
"DeviceFile","entity boundary","IoControlAsync<T>","property non-void-command collaborator"
"DeviceFile","entity boundary","Dispose","command"
"GetUsbipdDeviceCommand","commander boundary small-class","BeginProcessing","set collaborator"
"GetUsbipdDeviceCommand","commander boundary small-class","ProcessRecord","wrapper"
"State","empty","State","constructor"
"JsonConverterIPAddress","pure-controller degenerate small-class","Read","controller stateless"
"JsonConverterIPAddress","pure-controller degenerate small-class","Write","controller stateless"
"Device","factory controller small-class","Device","constructor"
"Device","factory controller small-class","get","property factory wrapper"
"AttachedEndpoint","entity","AttachedEndpoint","constructor"
"AttachedEndpoint","entity","HandleSubmitIsochronousAsync","property non-void-command factory collaborator"
"AttachedEndpoint","entity","HandleSubmitAsync","property non-void-command factory collaborator"
"AttachedEndpoint","entity","HandleUnlinkAsync","set collaborator"
"Wsl_Tests","boundary degenerate small-class","IsOnSameIPv4Network","wrapper stateless"
"Parse_policy_Tests","commander boundary degenerate","Help","wrapper stateless"
"Parse_policy_Tests","commander boundary degenerate","CommandMissing","wrapper stateless"
"Parse_policy_Tests","commander boundary degenerate","CommandInvalid","wrapper stateless"
