Unique Class Stereotype,Class Count
data-provider boundary data-class,1
data-provider,1
lazy-class degenerate,4
entity boundary,5
data-provider lazy-class,1
data-provider boundary,7
boundary small-class,14
entity data-provider boundary,4
degenerate small-class,2
empty,141
unclassified,17
degenerate,24
commander small-class,5
data-provider boundary lazy-class small-class,1
pure-controller small-class,1
boundary,8
data-provider boundary small-class,1
commander,3
boundary degenerate,6
small-class,12
entity boundary small-class,3
entity boundary degenerate,2
commander boundary data-class small-class,1
Total,264
