Method Stereotype,Stereotype Count
get,106
predicate,78
property,393
void-accessor,3
set,182
command,154
non-void-command,534
collaborator,776
controller,118
wrapper,206
constructor,18
copy-constructor,1
destructor,0
factory,41
incidental,86
stateless,191
empty,5
unclassified,4
Total,2896
