Unique Method Stereotype,Method Count
void-accessor command collaborator,2
property factory wrapper,1
get set factory collaborator,1
property factory controller,3
collaborator,4
non-void-command,3
get property,5
unclassified,4
get wrapper,6
non-void-command factory collaborator,1
predicate controller,6
property set collaborator,4
stateless,3
get predicate non-void-command collaborator,1
property factory collaborator,3
predicate non-void-command,10
get predicate,1
predicate,14
get collaborator,38
property,23
wrapper,17
void-accessor set collaborator,1
get property wrapper,6
get non-void-command,1
predicate collaborator,1
wrapper stateless,114
set,64
constructor,18
command,62
factory controller stateless,2
get set collaborator,11
controller stateless,71
command collaborator,90
property wrapper,48
get non-void-command collaborator,2
predicate wrapper,14
non-void-command collaborator,232
property set factory collaborator,3
empty,5
factory controller,4
set factory collaborator,3
collaborator stateless,1
property controller,25
property non-void-command collaborator,188
set collaborator,94
predicate set,1
property collaborator,18
property non-void-command,40
property non-void-command factory collaborator,20
get,28
get property non-void-command collaborator,6
collaborator incidental,22
predicate non-void-command collaborator,30
copy-constructor,1
incidental,64
controller,7
Total,1447
