Unique Method Stereotype,Method Count
get wrapper,1
wrapper stateless,4
controller,2
destructor,2
predicate collaborator,1
property set collaborator,6
get,1
command collaborator,2
property wrapper,13
constructor,77
command,25
controller stateless,1
property controller,2
property,10
set collaborator,12
void-accessor wrapper,5
property non-void-command,4
void-accessor command collaborator,1
property collaborator,17
void-accessor controller,4
predicate,11
void-accessor command,3
property non-void-command collaborator,13
predicate non-void-command,3
predicate wrapper,11
get collaborator,10
Total,241
