Unique Class Stereotype,Class Count
factory controller small-class,1
commander boundary degenerate,2
data-provider degenerate,1
lazy-class,2
data-provider boundary lazy-class degenerate,1
pure-controller,5
data-class,1
entity minimal-entity boundary,3
data-provider data-class small-class,3
controller,11
commander boundary,11
data-provider,23
lazy-class degenerate,4
entity boundary,35
data-class small-class,6
data-provider boundary data-class small-class,7
data-provider boundary,66
entity boundary data-class small-class,1
entity commander boundary,3
pure-controller degenerate small-class,37
boundary degenerate small-class,35
entity boundary lazy-class,1
boundary small-class,41
commander data-class small-class,2
entity,1
commander data-class,1
entity boundary degenerate,2
commander boundary data-class small-class,2
commander small-class,11
boundary data-class small-class,5
entity boundary small-class,30
small-class,18
boundary degenerate,16
pure-controller small-class,1
degenerate,19
boundary,83
pure-controller degenerate,24
boundary lazy-class,1
degenerate small-class,15
controller small-class,7
unclassified,103
data-provider small-class,8
boundary data-class,1
entity data-provider boundary,6
data-provider boundary small-class,25
entity small-class,1
empty,580
commander,4
minimal-entity commander boundary,1
data-provider boundary data-class,4
controller degenerate,15
boundary lazy-class degenerate,4
data-provider boundary degenerate,6
commander boundary small-class,16
Total,1312
