Unique Method Stereotype,Method Count
property factory wrapper,1
non-void-command,18
property factory controller,1
factory collaborator stateless,1
predicate,6
void-accessor,1
void-accessor command collaborator,5
get property set collaborator,1
property set collaborator,1
get set collaborator,2
factory collaborator incidental,3
property set,1
predicate collaborator,1
factory wrapper stateless,5
wrapper,85
destructor,6
get non-void-command,1
factory controller stateless,7
constructor,156
set,84
command,58
unclassified,1
void-accessor wrapper,1
wrapper stateless,66
collaborator incidental,18
get property non-void-command collaborator,1
command collaborator,175
controller stateless,44
get non-void-command collaborator,1
property wrapper,25
non-void-command factory collaborator,4
predicate controller,1
property factory collaborator,2
property controller,2
set collaborator,71
property non-void-command collaborator,85
non-void-command collaborator,107
predicate wrapper,11
predicate non-void-command,10
property non-void-command,1
property non-void-command factory collaborator,7
property collaborator,6
collaborator stateless,13
incidental,48
copy-constructor,6
predicate non-void-command collaborator,15
controller,4
Total,1169
