Unique Method Stereotype,Method Count
incidental,1
get collaborator,1
controller,1
set collaborator,2
get predicate non-void-command,1
command,21
empty,6
property non-void-command factory collaborator,1
wrapper stateless,13
constructor,12
wrapper,1
collaborator incidental,2
non-void-command factory collaborator,1
property non-void-command collaborator,5
property non-void-command,1
property wrapper,5
property,2
command collaborator,13
controller stateless,13
factory controller stateless,13
get,2
Total,117
