Unique Method Stereotype,Method Count
void-accessor controller,2
get set factory collaborator,2
property factory controller,2
predicate collaborator,1
factory wrapper stateless,2
factory stateless,1
predicate,3
property set,4
get predicate controller,1
property set collaborator,3
collaborator,7
set factory collaborator,1
collaborator stateless,26
factory controller,1
empty,27
get wrapper,1
void-accessor command,6
get set collaborator,26
get controller,2
factory controller stateless,6
predicate non-void-command,48
predicate wrapper,4
factory collaborator stateless,30
wrapper,43
get set,218
get non-void-command,65
controller stateless,100
command collaborator,2212
non-void-command factory collaborator,14
predicate controller,31
property factory collaborator,6
command,2044
constructor,718
set,48
wrapper stateless,104
get non-void-command collaborator,38
property wrapper,50
property collaborator,3
property non-void-command factory collaborator,929
property non-void-command,1174
incidental,20
controller,146
predicate non-void-command collaborator,16
copy-constructor,10
collaborator incidental,6
get,233
get collaborator,85
property,14
property non-void-command collaborator,1766
property controller,10
set collaborator,17
Total,10326
