Unique Class Stereotype,Class Count
pure-controller degenerate,1
boundary data-class small-class,1
entity commander boundary degenerate,1
boundary degenerate small-class,18
commander boundary degenerate,1
entity commander boundary,2
pure-controller degenerate small-class,25
data-class,6
entity boundary data-class,2
commander boundary,95
boundary degenerate,8
controller,5
degenerate,3
boundary,14
data-provider boundary,4
data-provider boundary data-class small-class,2
factory controller,2
commander,97
empty,154
controller small-class,1
unclassified,82
data-provider,15
data-provider data-class small-class,9
data-class small-class,3
entity boundary,17
boundary small-class,2
commander data-class small-class,1
data-provider data-class,20
commander boundary small-class,4
small-class,10
entity boundary small-class,17
degenerate small-class,10
data-provider boundary data-class,4
entity,2
entity boundary degenerate,2
commander small-class,18
commander boundary data-class small-class,1
Total,659
