Unique Class Stereotype,Class Count
controller degenerate,1
data-class,1
factory small-class,1
data-provider boundary data-class,1
factory controller data-class small-class,3
data-provider boundary small-class,2
data-provider boundary,1
data-provider boundary data-class small-class,1
commander boundary small-class,34
commander boundary,10
boundary degenerate,31
entity data-class small-class,1
factory degenerate small-class,19
factory controller lazy-class small-class,1
factory controller small-class,5
controller lazy-class small-class,1
entity boundary,39
data-class small-class,4
degenerate small-class,32
boundary lazy-class,1
boundary data-class small-class,3
entity boundary lazy-class degenerate,1
entity boundary small-class,44
small-class,9
boundary degenerate small-class,45
entity commander boundary,3
pure-controller degenerate small-class,43
entity data-provider boundary,1
lazy-class small-class,1
entity factory controller,2
pure-controller degenerate,21
entity,9
empty,229
entity small-class,12
pure-controller,1
boundary,7
degenerate,242
pure-controller small-class,9
factory pure-controller degenerate small-class,31
entity factory controller small-class,19
unclassified,28
controller small-class,3
commander boundary data-class small-class,1
commander small-class,4
commander data-class small-class,1
data-provider data-class,1
factory degenerate,7
Total,966
