Unique Method Stereotype,Method Count
get wrapper,1
get property non-void-command factory collaborator,1
property non-void-command,41
property non-void-command factory collaborator,29
predicate set,2
collaborator,6
incidental,15
controller,72
non-void-command collaborator,35
predicate wrapper,6
void-accessor command collaborator,27
copy-constructor,2
void-accessor collaborator,6
collaborator stateless,9
get property non-void-command collaborator,3
collaborator incidental,50
get,86
factory controller,3
empty,43
wrapper stateless,179
factory collaborator stateless,25
predicate non-void-command collaborator,32
wrapper,181
set,507
constructor,374
property non-void-command collaborator,1299
property controller,227
predicate non-void-command,40
property wrapper,16
get non-void-command collaborator,12
set collaborator,148
non-void-command,5
get non-void-command factory collaborator,4
command,485
property factory wrapper,1
predicate set collaborator,4
predicate,197
unclassified,3
controller stateless,160
non-void-command factory collaborator,36
predicate controller,9
get collaborator,7
property set collaborator,4
property collaborator,103
stateless,4
get set collaborator,3
factory wrapper stateless,84
predicate collaborator,5
factory wrapper,1
void-accessor set collaborator,4
get property non-void-command,2
property set,1
factory collaborator incidental,2
property factory collaborator,5
command collaborator,802
property,119
property factory controller,84
get set factory collaborator,1
void-accessor controller,1
factory controller stateless,23
void-accessor command,2
Total,5638
