Unique Class Stereotype,Class Count
controller degenerate,1
lazy-class degenerate,1
data-class,1
commander boundary degenerate,1
data-provider data-class small-class,6
minimal-entity boundary,2
boundary data-class,2
data-provider boundary small-class,2
degenerate small-class,5
controller data-class small-class,1
boundary degenerate small-class,9
controller small-class,2
unclassified,35
boundary small-class,1
factory degenerate,1
data-class small-class,1
entity boundary,45
controller,14
entity minimal-entity commander boundary,1
commander boundary,19
boundary degenerate,13
small-class,15
entity boundary small-class,25
commander small-class,9
entity commander boundary,8
pure-controller degenerate small-class,26
lazy-class small-class,1
entity factory controller,2
pure-controller degenerate,10
data-provider boundary,14
data-provider boundary data-class small-class,4
entity data-provider boundary,4
entity,1
large-class,1
degenerate,52
boundary,35
pure-controller small-class,3
entity small-class,3
empty,166
commander,19
factory controller small-class,1
commander boundary small-class,4
entity factory controller small-class,1
data-provider,3
Total,570
