Unique Method Stereotype,Method Count
get non-void-command,1
property factory controller,5
factory wrapper,1
factory collaborator incidental,4
property set,2
get set collaborator,3
property,4
get wrapper,4
get property non-void-command factory collaborator,1
empty,17
predicate collaborator,2
factory wrapper stateless,3
predicate wrapper,6
property factory collaborator,17
predicate non-void-command,11
factory collaborator stateless,5
get set,1
wrapper,61
controller stateless,635
wrapper stateless,413
set,45
constructor,252
property factory wrapper,6
command collaborator,411
command,190
property controller,50
set collaborator,52
property non-void-command collaborator,313
predicate controller,1
non-void-command factory collaborator,8
get collaborator,139
factory controller stateless,4
get controller,1
property set collaborator,18
stateless,3
property collaborator,4
property non-void-command factory collaborator,59
property non-void-command,88
get property non-void-command collaborator,1
get,37
collaborator incidental,15
predicate,9
get non-void-command collaborator,22
property wrapper,41
controller,171
incidental,16
copy-constructor,13
predicate non-void-command collaborator,64
collaborator stateless,11
Total,3240
