Unique Class Stereotype,Class Count
data-provider boundary lazy-class small-class,1
lazy-class degenerate,2
controller,1
commander boundary lazy-class,1
commander boundary degenerate,7
boundary degenerate,7
boundary degenerate small-class,26
pure-controller degenerate small-class,7
entity commander boundary,11
entity data-provider boundary,1
data-provider lazy-class small-class,2
boundary data-class,1
data-provider small-class,12
small-class,17
entity boundary small-class,7
data-provider boundary data-class small-class,11
data-provider boundary,13
commander,7
empty,204
controller small-class,1
unclassified,22
commander boundary small-class,6
data-provider boundary small-class,19
data-provider,12
lazy-class data-class small-class,1
boundary data-class small-class,2
degenerate small-class,7
boundary lazy-class,4
data-provider data-class small-class,3
commander boundary lazy-class degenerate,1
data-class,1
entity data-provider boundary small-class,1
entity boundary,10
data-class small-class,6
pure-controller small-class,1
degenerate,9
boundary,16
boundary small-class,9
commander data-class small-class,1
commander boundary,16
Total,486
