Unique Method Stereotype,Method Count
get controller,1
factory controller stateless,1
predicate set collaborator,3
get property,1
void-accessor controller,17
non-void-command factory collaborator,2
predicate controller,5
void-accessor set,1
predicate non-void-command,11
predicate collaborator,16
property set collaborator,9
void-accessor command,10
collaborator,15
void-accessor set collaborator,6
get non-void-command,6
predicate wrapper,7
non-void-command collaborator,2
get set,5
wrapper,13
destructor,67
wrapper stateless,79
void-accessor wrapper,7
get collaborator,86
controller,43
predicate non-void-command collaborator,22
copy-constructor,21
incidental,23
property non-void-command factory collaborator,1
predicate set,5
property non-void-command,7
property collaborator,91
void-accessor collaborator,1
void-accessor command collaborator,152
controller stateless,132
set collaborator,57
property non-void-command collaborator,36
property controller,21
property,32
constructor,270
get property collaborator,3
set,68
get set collaborator,9
command collaborator,119
factory controller,1
empty,48
non-void-command factory,1
unclassified,19
command,91
get non-void-command collaborator,22
property wrapper,42
collaborator incidental,153
get,44
get wrapper,2
get predicate,1
predicate,49
Total,1956
