Unique Class Stereotype,Class Count
lazy-class small-class,5
data-provider data-class small-class,1
pure-controller,6
commander lazy-class small-class,2
entity data-provider boundary,2
entity factory controller small-class,1
lazy-class degenerate,1
entity,2
commander data-class,2
factory controller small-class,1
data-provider boundary data-class small-class,3
commander boundary lazy-class small-class,2
boundary degenerate,38
factory pure-controller degenerate small-class,2
controller,3
commander boundary,68
degenerate small-class,24
pure-controller degenerate,29
controller small-class,6
unclassified,40
small-class,36
entity boundary small-class,35
boundary degenerate small-class,51
entity commander boundary,25
pure-controller degenerate small-class,48
entity data-provider boundary small-class,1
entity data-class small-class,1
factory degenerate small-class,7
boundary lazy-class degenerate,1
controller degenerate,12
data-class small-class,3
entity boundary,25
commander boundary degenerate,10
entity small-class,2
empty,415
commander,25
factory controller data-class small-class,1
data-provider boundary small-class,10
commander boundary small-class,38
entity boundary lazy-class,1
commander data-class small-class,5
boundary small-class,10
data-provider boundary,4
boundary data-class small-class,4
entity boundary degenerate,1
commander small-class,19
commander boundary data-class small-class,5
boundary,22
degenerate,38
pure-controller small-class,11
Total,1104
