Unique Method Stereotype,Method Count
get predicate wrapper,1
get property wrapper,1
void-accessor,1
predicate collaborator,1
get property non-void-command collaborator,2
void-accessor set,2
property non-void-command factory collaborator,31
property non-void-command,10
predicate set,2
get,7
collaborator incidental,44
non-void-command,2
set collaborator,94
property non-void-command collaborator,192
property controller,25
factory controller,5
empty,39
property factory collaborator,7
factory collaborator incidental,13
property set,7
incidental,15
non-void-command collaborator,249
predicate wrapper,12
predicate non-void-command collaborator,34
wrapper,69
property,2
command collaborator,504
predicate controller,8
property wrapper,33
get non-void-command collaborator,11
set,62
constructor,522
factory wrapper stateless,9
non-void-command factory collaborator,10
controller stateless,944
void-accessor command,9
factory controller stateless,12
wrapper stateless,572
void-accessor command collaborator,63
copy-constructor,34
void-accessor collaborator,4
collaborator stateless,27
property set collaborator,23
property collaborator,14
stateless,3
void-accessor wrapper,8
predicate non-void-command,17
factory collaborator stateless,10
get collaborator,8
void-accessor controller,6
property factory controller,10
get set factory collaborator,5
set factory collaborator,3
collaborator,10
get set collaborator,5
get property non-void-command factory collaborator,1
unclassified,6
controller,146
factory collaborator,1
predicate set collaborator,3
get factory collaborator,1
void-accessor set collaborator,3
command,260
property factory wrapper,2
get property set collaborator,2
get wrapper,2
property set factory collaborator,2
Total,4242
