Unique Class Stereotype,Class Count
data-provider small-class,40
degenerate small-class,42
boundary data-class small-class,5
boundary,93
controller lazy-class degenerate,1
degenerate,41
pure-controller small-class,7
commander boundary lazy-class degenerate,1
entity commander boundary,20
lazy-class small-class,1
factory pure-controller small-class,10
data-provider lazy-class small-class,1
empty,771
entity small-class,6
factory controller,5
commander boundary degenerate,3
small-class,67
pure-controller degenerate small-class,123
entity boundary small-class,76
data-provider boundary data-class,12
boundary degenerate,114
data-provider boundary small-class,19
controller,35
factory pure-controller degenerate small-class,24
commander boundary,163
commander,93
entity boundary,97
data-class,33
commander boundary data-class small-class,2
entity boundary degenerate,6
boundary small-class,4
data-provider data-class,10
boundary degenerate small-class,45
entity boundary lazy-class,1
commander data-class small-class,1
factory degenerate,3
unclassified,159
controller small-class,17
data-provider boundary lazy-class small-class,1
commander boundary small-class,68
commander small-class,29
boundary data-class,4
data-provider,6
entity factory controller small-class,3
pure-controller degenerate,13
entity data-provider boundary,1
data-provider data-class small-class,49
data-provider boundary data-class small-class,14
controller degenerate,13
boundary lazy-class degenerate,1
factory degenerate small-class,28
lazy-class,3
data-class small-class,9
factory controller small-class,20
commander degenerate,1
entity factory controller,4
entity,4
controller data-class small-class,1
entity minimal-entity boundary,2
data-provider boundary,4
controller data-class,1
data-provider boundary lazy-class,1
Total,2431
