Unique Method Stereotype,Method Count
predicate set collaborator,1
get property factory collaborator,1
get set factory collaborator,1
unclassified,3
non-void-command,4
void-accessor command collaborator,6
property factory wrapper,6
get set collaborator,12
factory wrapper stateless,7
get property non-void-command,4
get predicate controller,3
property set,3
property factory controller,10
stateless,7
property set collaborator,7
get non-void-command,10
get property wrapper,2
factory stateless,3
get wrapper,52
collaborator stateless,12
get property set factory collaborator,1
get non-void-command collaborator,23
property wrapper,52
wrapper stateless,399
get controller,7
factory controller stateless,223
controller stateless,615
constructor,756
set,438
command,907
get set,12
wrapper,39
factory collaborator stateless,202
predicate non-void-command,85
predicate controller,11
non-void-command factory collaborator,349
non-void-command collaborator,3
predicate wrapper,29
property controller,81
property non-void-command collaborator,981
set collaborator,150
command collaborator,1680
property factory collaborator,23
predicate,10
property non-void-command,187
property non-void-command factory collaborator,88
get property non-void-command collaborator,2
collaborator incidental,177
get,446
property,76
copy-constructor,8
predicate non-void-command collaborator,100
controller,78
incidental,143
get collaborator,230
empty,85
factory controller,65
Total,8915
