Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
minimal-entity boundary,1
data-provider small-class,1
factory controller small-class,1
commander boundary degenerate,2
data-provider boundary small-class,3
data-provider boundary data-class small-class,1
boundary lazy-class,1
degenerate small-class,3
boundary small-class,1
small-class,10
entity boundary lazy-class degenerate,1
entity boundary small-class,5
entity data-provider boundary,6
boundary degenerate small-class,26
entity minimal-entity commander boundary,1
commander boundary,37
boundary degenerate,14
controller,4
entity commander boundary,14
pure-controller degenerate small-class,22
empty,282
commander,14
degenerate,26
pure-controller small-class,2
boundary,42
pure-controller degenerate,5
commander boundary small-class,9
boundary large-class,2
lazy-class,1
commander degenerate,4
lazy-class degenerate,2
entity boundary,25
data-class,1
entity data-provider boundary lazy-class degenerate,1
commander small-class,3
data-provider lazy-class degenerate,1
data-provider boundary,4
unclassified,26
controller small-class,4
controller degenerate,1
boundary lazy-class degenerate,4
data-provider boundary lazy-class degenerate,1
commander lazy-class,1
data-provider data-class small-class,2
data-provider,5
Total,623
