Unique Class Stereotype,Class Count
factory pure-controller,1
pure-controller,2
boundary lazy-class degenerate,1
data-class,1
data-provider lazy-class small-class,1
entity,1
data-provider data-class small-class,4
entity minimal-entity boundary,2
data-provider boundary,2
minimal-entity boundary,1
commander boundary lazy-class small-class,1
commander boundary data-class small-class,1
entity boundary degenerate,3
commander small-class,5
degenerate small-class,16
pure-controller degenerate,3
data-provider boundary small-class,37
entity boundary lazy-class degenerate,1
entity boundary small-class,18
small-class,27
boundary degenerate small-class,50
boundary degenerate,12
commander boundary,9
factory pure-controller small-class,2
entity commander boundary,4
entity boundary data-class small-class,1
pure-controller degenerate small-class,28
commander,14
empty,898
data-class small-class,1
entity boundary,28
factory controller small-class,4
entity data-provider boundary,6
unclassified,24
controller small-class,7
factory pure-controller degenerate small-class,3
entity boundary lazy-class,1
boundary small-class,8
commander data-class small-class,1
data-provider small-class,1
data-provider,6
pure-controller small-class,4
boundary,18
degenerate,10
boundary data-class small-class,3
commander boundary small-class,11
commander degenerate,1
factory small-class,1
Total,1284
