Unique Method Stereotype,Method Count
property set factory collaborator,1
get non-void-command collaborator,2
factory wrapper stateless,1
get property set collaborator,1
get set,5
get predicate non-void-command,1
predicate set,1
get property non-void-command collaborator,2
controller,30
incidental,37
copy-constructor,12
get property controller,1
factory controller,9
empty,29
predicate,15
collaborator stateless,35
collaborator,7
set factory collaborator,3
void-accessor command collaborator,44
property factory collaborator,3
property wrapper,40
void-accessor,3
predicate collaborator,15
factory collaborator stateless,2
predicate non-void-command collaborator,65
wrapper,50
property controller,29
property non-void-command collaborator,87
command collaborator,215
property,9
get set collaborator,1
constructor,659
set,19
wrapper stateless,201
collaborator incidental,47
get,19
controller stateless,89
non-void-command factory collaborator,13
predicate controller,15
predicate wrapper,40
property set collaborator,6
factory controller stateless,4
void-accessor command,11
predicate set collaborator,6
property factory,1
void-accessor wrapper,5
predicate non-void-command,23
property non-void-command,23
property non-void-command factory collaborator,13
stateless,13
property collaborator,5
get non-void-command,17
get property collaborator,2
get property non-void-command,2
void-accessor set collaborator,5
get property wrapper,3
property factory controller,5
void-accessor controller,5
factory wrapper,1
destructor,4
void-accessor set,1
set collaborator,27
non-void-command,6
get wrapper,4
get collaborator,10
command,89
property factory wrapper,4
unclassified,2
Total,2154
