Method Stereotype,Stereotype Count
get,2379
predicate,643
property,3271
void-accessor,481
set,1008
command,3908
non-void-command,3130
collaborator,6390
controller,2700
wrapper,1110
constructor,2736
copy-constructor,20
destructor,0
factory,1176
incidental,765
stateless,3064
empty,658
unclassified,5
Total,33444
