Unique Class Stereotype,Class Count
lazy-class small-class,1
data-provider boundary degenerate,3
entity data-provider boundary degenerate,1
lazy-class degenerate,1
data-provider boundary data-class small-class,3
boundary lazy-class degenerate,3
boundary degenerate,6
commander lazy-class,1
data-provider data-class small-class,3
pure-controller degenerate,5
entity minimal-entity boundary,3
degenerate small-class,2
boundary lazy-class,14
boundary data-class small-class,2
data-provider,7
entity boundary,90
boundary degenerate small-class,6
small-class,16
controller small-class,2
unclassified,42
commander boundary data-class small-class,1
commander small-class,32
commander boundary,78
data-provider boundary,36
data-provider boundary small-class,9
minimal-entity commander boundary,3
degenerate,13
boundary,77
pure-controller small-class,2
data-provider small-class,9
entity data-provider boundary,13
boundary data-class,1
minimal-entity boundary,3
commander boundary small-class,24
entity boundary small-class,4
large-class degenerate,1
entity commander boundary,30
pure-controller degenerate small-class,6
empty,143
commander,30
entity small-class,3
boundary small-class,8
commander data-class small-class,3
Total,740
