Unique Method Stereotype,Method Count
get predicate non-void-command collaborator,1
void-accessor controller,1
property set,2
predicate controller,4
collaborator,2
empty,4
get controller,1
void-accessor command,4
predicate wrapper,2
void-accessor set,1
non-void-command,2
property set collaborator,9
command collaborator,80
controller stateless,223
predicate set collaborator,3
property,28
get non-void-command collaborator,16
property wrapper,25
predicate non-void-command,5
set collaborator,11
property controller,24
property non-void-command collaborator,87
void-accessor set collaborator,1
get non-void-command,7
wrapper,11
get set,46
destructor,4
predicate collaborator,14
collaborator incidental,13
get,9
command,12
unclassified,2
constructor,216
set,14
wrapper stateless,65
get collaborator,24
copy-constructor,8
controller,8
predicate non-void-command collaborator,11
incidental,19
void-accessor command collaborator,16
get wrapper,3
property command collaborator,2
property collaborator,101
property non-void-command,5
predicate,8
get set collaborator,36
Total,1190
