Unique Class Stereotype,Class Count
commander boundary degenerate,1
commander data-class small-class,1
commander small-class,2
boundary degenerate small-class,1
small-class,2
entity boundary small-class,2
boundary data-class small-class,6
data-provider boundary degenerate,1
data-provider,2
data-provider small-class,1
lazy-class degenerate,1
entity data-provider boundary,4
degenerate small-class,1
boundary small-class,1
controller small-class,2
data-provider boundary,5
data-provider boundary small-class,4
lazy-class,1
boundary,20
empty,167
unclassified,6
pure-controller degenerate small-class,2
entity minimal-entity boundary,1
boundary lazy-class degenerate,1
degenerate,9
controller,1
commander boundary,1
lazy-class small-class,1
entity boundary,11
Total,258
