Unique Method Stereotype,Method Count
get property non-void-command factory collaborator,1
wrapper stateless,112
collaborator,1
predicate,34
get collaborator,24
property controller,54
set collaborator,10
property non-void-command collaborator,416
void-accessor set,2
empty,21
get property controller,1
factory controller,3
command,47
constructor,107
predicate collaborator,5
factory wrapper stateless,1
property set collaborator,44
get set,1
destructor,42
get property non-void-command collaborator,8
collaborator incidental,18
get,15
get property wrapper,3
get non-void-command,3
void-accessor wrapper,6
predicate non-void-command,28
factory controller stateless,4
void-accessor command,11
property wrapper,70
get non-void-command collaborator,24
wrapper,11
predicate non-void-command collaborator,44
controller,5
incidental,14
property collaborator,58
property non-void-command factory collaborator,11
property non-void-command,15
predicate set,3
void-accessor command collaborator,37
copy-constructor,9
void-accessor collaborator,2
predicate controller,5
controller stateless,74
non-void-command factory collaborator,1
get property non-void-command,1
void-accessor set collaborator,3
get property collaborator,5
set,21
property factory controller,3
void-accessor controller,4
get set collaborator,3
unclassified,1
predicate wrapper,14
get wrapper,5
property command collaborator,2
collaborator stateless,2
property non-void-command factory,1
predicate set collaborator,3
factory collaborator stateless,1
command collaborator,49
property,1
property set,1
Total,1525
