Unique Class Stereotype,Class Count
entity factory controller data-class small-class,1
boundary,73
degenerate,37
pure-controller small-class,7
commander boundary lazy-class degenerate,1
controller degenerate,5
boundary lazy-class degenerate,1
entity commander boundary,31
entity boundary data-class small-class,2
degenerate small-class,28
empty,1286
entity small-class,27
factory controller,4
unclassified,53
controller small-class,14
data-provider small-class,5
boundary data-class,2
commander small-class,40
entity boundary degenerate,8
commander boundary,129
boundary degenerate,33
data-provider data-class small-class,14
data-provider boundary data-class small-class,3
boundary small-class,3
commander data-class small-class,1
boundary degenerate small-class,123
small-class,41
pure-controller degenerate small-class,54
entity boundary small-class,157
large-class degenerate,1
commander boundary small-class,59
entity factory controller lazy-class degenerate,1
commander boundary data-class small-class,1
commander,106
entity boundary,130
commander degenerate,1
factory controller small-class,6
minimal-entity boundary,1
data-class small-class,8
data-provider,2
controller lazy-class small-class,4
entity factory controller small-class,103
entity,15
data-provider boundary,2
entity minimal-entity boundary,1
entity degenerate,1
data-provider boundary small-class,16
controller,14
factory pure-controller degenerate small-class,3
lazy-class,1
commander boundary degenerate,8
entity factory controller degenerate,1
pure-controller degenerate,21
entity data-provider boundary,1
lazy-class small-class,3
entity factory controller,4
factory degenerate small-class,13
data-provider lazy-class,1
lazy-class degenerate,3
factory controller degenerate,1
boundary data-class small-class,1
data-provider lazy-class degenerate,1
Total,2717
