Unique Method Stereotype,Method Count
unclassified,1
property set,1
get property wrapper,1
factory incidental,1
property factory,1
factory collaborator,1
controller,56
void-accessor collaborator,4
copy-constructor,47
incidental,54
get property controller,3
factory controller,12
empty,43
property set factory collaborator,9
predicate,3
get non-void-command,7
non-void-command collaborator,133
predicate wrapper,7
predicate non-void-command collaborator,127
wrapper,160
get set,6
property non-void-command,82
property non-void-command factory collaborator,324
void-accessor command collaborator,351
set,260
constructor,1337
non-void-command factory collaborator,131
controller stateless,603
collaborator incidental,91
get,34
get property non-void-command collaborator,2
get set collaborator,10
get collaborator,14
property non-void-command collaborator,1004
property controller,39
property wrapper,59
get non-void-command collaborator,7
wrapper stateless,733
predicate non-void-command,57
void-accessor wrapper,7
command collaborator,1317
property,9
property factory collaborator,12
void-accessor command,24
factory controller stateless,46
get predicate,2
factory wrapper stateless,16
void-accessor,1
predicate collaborator,5
factory collaborator stateless,47
collaborator stateless,30
set factory collaborator,6
collaborator,3
property collaborator,7
stateless,10
property set collaborator,2
get non-void-command factory collaborator,1
property factory controller,8
void-accessor controller,1
factory collaborator incidental,26
command,837
property factory wrapper,8
predicate controller,9
get property non-void-command factory,1
set collaborator,106
non-void-command,47
get property non-void-command factory collaborator,5
get wrapper,6
void-accessor set collaborator,3
get property non-void-command,5
Total,8422
