Unique Class Stereotype,Class Count
data-class,1
entity minimal-entity boundary,2
data-provider boundary degenerate,2
commander boundary small-class,4
lazy-class degenerate,1
data-provider boundary data-class small-class,1
commander small-class,5
entity boundary degenerate,1
boundary degenerate,5
controller,2
commander boundary,4
data-provider boundary,17
commander degenerate,1
lazy-class,8
entity boundary small-class,7
small-class,4
boundary,59
degenerate,11
data-class small-class,1
entity boundary,18
data-provider,26
data-provider data-class small-class,9
unclassified,73
data-provider boundary data-class,1
data-provider small-class,2
boundary lazy-class,1
degenerate small-class,6
boundary small-class,3
data-provider data-class,2
commander data-class small-class,2
data-provider lazy-class degenerate,1
boundary lazy-class degenerate,1
boundary degenerate small-class,5
pure-controller degenerate small-class,3
entity commander boundary,3
empty,181
commander,19
entity data-provider boundary,2
Total,494
