Unique Method Stereotype,Method Count
factory collaborator incidental,1
factory wrapper,1
get predicate non-void-command collaborator,2
get property wrapper,1
predicate controller,47
get property controller,2
factory controller,20
empty,193
property non-void-command factory collaborator,187
property non-void-command,433
predicate set,3
controller,298
copy-constructor,14
incidental,309
predicate,125
wrapper stateless,810
predicate non-void-command,352
property factory,4
property non-void-command collaborator,980
non-void-command,1
set collaborator,243
property controller,153
get predicate controller,3
predicate wrapper,89
get,804
collaborator incidental,247
get property non-void-command collaborator,10
factory collaborator stateless,29
predicate non-void-command collaborator,190
wrapper,331
property wrapper,271
get non-void-command collaborator,51
non-void-command factory collaborator,87
controller stateless,663
property set,12
constructor,2051
set,197
property factory collaborator,61
command collaborator,1931
property,41
command,1590
property factory wrapper,24
property collaborator,27
stateless,30
property set collaborator,10
get collaborator,825
get controller,3
get non-void-command,16
predicate collaborator,2
factory wrapper stateless,24
get wrapper,2
factory controller stateless,61
void-accessor command,3
predicate set collaborator,3
collaborator stateless,26
property non-void-command factory,4
get set,4
get factory collaborator,3
get set collaborator,5
get property,2
get property non-void-command,10
get property non-void-command factory collaborator,1
void-accessor command collaborator,3
property factory controller,41
void-accessor controller,1
get set factory collaborator,3
factory stateless,1
Total,13971
