Unique Method Stereotype,Method Count
get property non-void-command factory collaborator,1
property factory,6
get property factory collaborator,1
property set,4
factory controller,6
get wrapper,1
property set factory collaborator,2
non-void-command,1
set collaborator,36
property controller,26
property non-void-command collaborator,253
property factory collaborator,28
collaborator incidental,44
get,89
get property non-void-command collaborator,8
predicate,14
property wrapper,61
get non-void-command collaborator,11
predicate wrapper,37
destructor,4
factory collaborator stateless,25
get set,5
factory collaborator incidental,5
incidental,189
copy-constructor,9
wrapper,18
predicate non-void-command collaborator,24
collaborator stateless,11
wrapper stateless,1000
constructor,356
set,97
collaborator,2
property set collaborator,7
get collaborator,42
empty,29
get property wrapper,5
non-void-command collaborator,71
get non-void-command,6
property non-void-command,62
property non-void-command factory collaborator,50
stateless,27
property collaborator,3
command,214
property factory wrapper,17
get set factory collaborator,1
property factory controller,9
void-accessor controller,2
controller stateless,76
non-void-command factory collaborator,24
predicate controller,3
get property set collaborator,2
command collaborator,231
property,19
factory wrapper stateless,8
get set collaborator,6
get property set,1
controller,34
factory collaborator,2
unclassified,2
factory controller stateless,3
void-accessor command,8
void-accessor wrapper,4
predicate non-void-command,44
get property,2
void-accessor command collaborator,23
void-accessor,3
predicate set collaborator,2
void-accessor set,2
get property collaborator,1
void-accessor set collaborator,1
get property non-void-command,16
Total,3436
