Unique Class Stereotype,Class Count
data-provider boundary data-class small-class,1
commander boundary lazy-class small-class,2
entity data-provider boundary,1
controller,4
entity factory controller,2
entity boundary data-class,1
factory controller small-class,5
data-provider boundary small-class,2
data-provider boundary degenerate,1
entity data-provider boundary lazy-class degenerate,1
data-class,2
entity boundary lazy-class small-class,3
data-provider data-class small-class,4
data-provider,2
pure-controller,1
commander boundary,13
boundary degenerate,35
small-class,10
boundary large-class degenerate,1
controller small-class,2
unclassified,31
commander boundary small-class,14
lazy-class,1
commander degenerate,1
entity commander boundary degenerate,7
boundary degenerate small-class,21
factory pure-controller small-class,2
pure-controller degenerate small-class,12
entity commander boundary,7
commander data-class small-class,4
boundary small-class,3
data-provider boundary,5
entity boundary small-class,12
entity boundary lazy-class degenerate,3
factory degenerate small-class,4
data-provider lazy-class small-class,1
pure-controller small-class,9
degenerate,23
boundary,23
pure-controller degenerate,2
entity boundary,24
commander boundary degenerate,5
boundary lazy-class degenerate,5
entity minimal-entity boundary,2
degenerate small-class,4
entity small-class,3
empty,257
commander,17
data-provider small-class,2
commander small-class,7
entity boundary degenerate,6
Total,610
