Unique Method Stereotype,Method Count
property,4
property set,1
get set collaborator,1
destructor,2
collaborator,1
empty,3
factory controller,3
factory controller stateless,1
property factory controller,2
get,3
collaborator incidental,1
factory wrapper,65
get wrapper,3
predicate,7
unclassified,4
property factory collaborator,14
void-accessor set collaborator,1
get non-void-command,12
property factory wrapper,37
collaborator stateless,1
non-void-command,235
void-accessor controller,28
factory wrapper stateless,2
predicate non-void-command,72
command collaborator,104
command,266
get property controller,1
constructor,438
set,8
property set collaborator,3
stateless,11
property set factory collaborator,10
controller stateless,74
void-accessor wrapper,25
wrapper stateless,484
get set,2
wrapper,148
void-accessor command collaborator,73
void-accessor command,32
predicate wrapper,24
non-void-command collaborator,21
property non-void-command factory,20
predicate set collaborator,2
incidental,9
copy-constructor,44
controller,6
predicate non-void-command collaborator,27
get non-void-command collaborator,52
property wrapper,228
property collaborator,6
property non-void-command,342
property non-void-command factory collaborator,43
get collaborator,5
get non-void-command factory,1
property controller,20
property non-void-command collaborator,205
set collaborator,3
non-void-command factory collaborator,42
predicate controller,4
Total,3286
